### Query	Predictor	RCSB Code	Chain	sTMscore	TMscore	Dali_Z	SPscore	Length	RMSD	Seq_Id

### ECU01_0010
ECU11_0070-m1	RAPTORX	5XTC	s	0.567	0.600	11.21	0.682	161	2.291	6.2
ECU11_0070-m1	RAPTORX	5XTD	s	0.567	0.600	11.21	0.682	161	2.291	6.2
ECU11_0070-m1	RAPTORX	6G2J	H	0.557	0.594	10.59	0.659	162	2.463	7.4
ECU11_0070-m1	ALPHAFOLD	6E7E	A	0.535	0.397	5.30	0.509	139	3.978	7.2
ECU11_0070-m1	ALPHAFOLD	2L6F	A	0.463	0.483	-1.64	0.101	175	5.141	8.0
ECU11_0070-m1	ALPHAFOLD	2JSW	A	0.435	0.448	-0.33	0.111	135	3.799	8.1
ECU11_0070-m1	ALPHAFOLD	6WVT	L	0.478	0.352	5.40	0.433	122	3.819	1.6
ECU11_0070-m1	ALPHAFOLD	6WVT	Q	0.478	0.352	5.40	0.433	122	3.820	1.6

### ECU11_0080
ECU11_0080-m1	RAPTORX	5IZS	C	0.536	0.399	4.94	0.587	59	2.415	18.6
ECU11_0080-m1	RAPTORX	5IZS	D	0.526	0.394	4.39	0.560	61	2.831	4.9
ECU11_0080-m1	RAPTORX	5IZS	E	0.524	0.396	4.91	0.571	60	2.619	18.3
ECU11_0080-m1	RAPTORX	5IZS	F	0.540	0.393	5.00	0.572	60	2.660	18.3
ECU11_0080-m1	RAPTORX	1C0V	A	0.397	0.407	-0.20	0.159	63	3.170	11.1
ECU11_0080-m1	ALPHAFOLD	7A1G	y	0.408	0.324	0.73	0.415	58	3.718	1.7
ECU11_0080-m1	ALPHAFOLD	1Y69	8	0.397	0.422	2.48	0.479	67	3.205	11.9
ECU11_0080-m1	ALPHAFOLD	1W09	A	0.359	0.383	-0.75	0.085	64	3.709	6.2
ECU11_0080-m1	ALPHAFOLD	1IUR	A	0.390	0.441	-0.56	0.103	76	3.850	9.2
ECU11_0080-m1	ALPHAFOLD	6ZCE	t	0.365	0.290	1.10	0.379	53	3.583	9.4

### ECU11_0090
ECU11_0090-m1	RAPTORX	6G2J	N	0.644	0.680	16.71	0.784	209	2.751	11.5
ECU11_0090-m1	RAPTORX	5LUF	N	0.631	0.671	15.91	0.759	208	2.722	0.0
ECU11_0090-m1	RAPTORX	4UQ8	N	0.631	0.671	15.91	0.759	208	2.722	0.0
ECU11_0090-m1	RAPTORX	6G72	N	0.644	0.679	16.44	0.779	209	2.750	11.5
ECU11_0090-m1	RAPTORX	5XTC	i	0.644	0.680	16.82	0.773	210	2.867	11.4
ECU11_0090-m1	ALPHAFOLD	4BG0	A	0.450	0.379	5.09	0.436	144	4.024	5.6
ECU11_0090-m1	ALPHAFOLD	1R0D	F	0.454	0.345	5.24	0.444	127	3.674	4.7
ECU11_0090-m1	ALPHAFOLD	1R0D	H	0.454	0.344	5.23	0.443	127	3.682	4.7
ECU11_0090-m1	ALPHAFOLD	1R0D	B	0.455	0.343	5.28	0.443	126	3.610	4.8
ECU11_0090-m1	ALPHAFOLD	1R0D	E	0.453	0.344	5.24	0.442	127	3.666	4.7

### ECU11_0100
ECU11_0100-m1	ALPHAFOLD	6RWY	B	0.648	0.479	3.38	0.635	63	2.800	0.0
ECU11_0100-m1	ALPHAFOLD	2C5J	A	0.532	0.461	2.87	0.556	71	3.536	4.2
ECU11_0100-m1	ALPHAFOLD	4IFF	B	0.559	0.464	2.61	0.610	63	3.037	6.3
ECU11_0100-m1	ALPHAFOLD	1NOH	D	0.549	0.406	3.08	0.548	60	2.933	8.3
ECU11_0100-m1	ALPHAFOLD	3T98	B	0.527	0.461	3.14	0.569	65	2.824	6.2
ECU11_0100-m1	RAPTORX	2MTQ	A	0.480	0.502	0.25	0.124	65	2.787	9.2
ECU11_0100-m1	RAPTORX	1X79	A	0.507	0.422	3.62	0.544	57	2.309	7.0
ECU11_0100-m1	RAPTORX	2A3D	A	0.513	0.380	3.61	0.517	60	2.880	3.3
ECU11_0100-m1	RAPTORX	1WR6	D	0.503	0.455	3.52	0.540	63	3.325	3.2
ECU11_0100-m1	RAPTORX	1WR6	B	0.466	0.444	4.01	0.539	59	2.795	1.7

### ECU11_0120
ECU11_0120-m1	RAPTORX	5O31	N	0.536	0.592	12.00	0.670	181	2.586	10.5
ECU11_0120-m1	RAPTORX	5LNK	N	0.553	0.591	12.27	0.663	183	2.834	10.9
ECU11_0120-m1	RAPTORX	5LC5	N	0.531	0.590	11.73	0.663	181	2.621	10.5
ECU11_0120-m1	RAPTORX	5LDX	N	0.531	0.591	11.71	0.663	181	2.602	10.5
ECU11_0120-m1	RAPTORX	5LDW	N	0.531	0.591	11.71	0.663	181	2.602	10.5
ECU11_0120-m1	ALPHAFOLD	3MA9	A	0.459	0.369	5.21	0.402	146	4.247	2.7
ECU11_0120-m1	ALPHAFOLD	1R0D	E	0.459	0.352	5.71	0.459	127	3.662	4.7
ECU11_0120-m1	ALPHAFOLD	1R0D	B	0.461	0.352	5.67	0.459	127	3.670	4.7
ECU11_0120-m1	ALPHAFOLD	2JSW	A	0.431	0.450	-1.70	0.098	176	5.129	5.7
ECU11_0120-m1	ALPHAFOLD	3MAC	A	0.478	0.371	4.96	0.416	147	4.322	2.7

### ECU11_0130
ECU11_0130-m1	RAPTORX	5LUF	N	0.513	0.550	12.08	0.718	178	2.454	0.0
ECU11_0130-m1	RAPTORX	4UQ8	N	0.512	0.547	11.80	0.711	178	2.560	0.0
ECU11_0130-m1	RAPTORX	6G2J	N	0.519	0.556	13.58	0.729	177	2.268	9.6
ECU11_0130-m1	RAPTORX	5LNK	N	0.527	0.557	14.41	0.738	177	2.267	10.2
ECU11_0130-m1	RAPTORX	5XTD	i	0.527	0.553	13.92	0.730	177	2.476	10.2
ECU11_0130-m1	ALPHAFOLD	7KHR	b	0.421	0.310	3.13	0.407	134	4.603	5.2
ECU11_0130-m1	ALPHAFOLD	6XBW	b	0.421	0.309	3.11	0.408	134	4.586	5.2
ECU11_0130-m1	ALPHAFOLD	6WM3	0	0.424	0.315	3.65	0.414	132	4.090	5.3
ECU11_0130-m1	ALPHAFOLD	6VQ7	b	0.408	0.299	1.74	0.383	134	4.793	5.2
ECU11_0130-m1	ALPHAFOLD	6VQG	b	0.408	0.299	1.74	0.383	134	4.793	5.2

### ECU11_0140
ECU11_0140-m1	RAPTORX	1EWN	A	0.912	0.911	36.00	1.210	192	0.798	48.4
ECU11_0140-m1	RAPTORX	1F4R	A	0.909	0.907	35.34	1.210	191	0.788	49.2
ECU11_0140-m1	RAPTORX	1F6O	A	0.872	0.921	34.38	1.182	197	1.248	48.2
ECU11_0140-m1	ALPHAFOLD	3UBY	A	0.867	0.896	32.64	1.184	191	0.995	51.3
ECU11_0140-m1	RAPTORX	1BNK	A	0.888	0.892	33.50	1.173	190	1.065	48.9
ECU11_0140-m1	ALPHAFOLD	1F4R	A	0.898	0.891	32.57	1.177	191	1.204	50.3
ECU11_0140-m1	ALPHAFOLD	3QI5	A	0.839	0.897	32.17	1.176	191	0.918	50.3
ECU11_0140-m1	ALPHAFOLD	1BNK	A	0.876	0.889	32.10	1.176	190	1.093	50.0
ECU11_0140-m1	RAPTORX	3UBY	A	0.848	0.892	32.99	1.173	190	1.133	50.0
ECU11_0140-m1	ALPHAFOLD	1EWN	A	0.889	0.891	32.40	1.170	192	1.328	49.5

### ECU11_0150
ECU11_0150-m1	ALPHAFOLD	2RLD	D	0.702	0.648	10.78	0.742	99	1.994	10.1
ECU11_0150-m1	ALPHAFOLD	2RLD	E	0.707	0.642	10.58	0.736	102	2.183	8.8
ECU11_0150-m1	ALPHAFOLD	2RLD	B	0.670	0.639	9.80	0.706	100	2.254	10.0
ECU11_0150-m1	ALPHAFOLD	2RLD	A	0.634	0.630	9.15	0.693	96	2.073	9.4
ECU11_0150-m1	ALPHAFOLD	2RLD	C	0.660	0.639	10.14	0.708	99	2.102	10.1
ECU11_0150-m1	RAPTORX	5U0P	D	0.671	0.521	4.53	0.675	80	2.188	0.0
ECU11_0150-m1	RAPTORX	5U0S	D	0.626	0.491	4.22	0.624	81	2.673	0.0
ECU11_0150-m1	RAPTORX	6CSV	A	0.630	0.465	5.63	0.633	77	2.147	10.4
ECU11_0150-m1	RAPTORX	6CSV	C	0.619	0.446	5.84	0.608	86	2.831	9.3
ECU11_0150-m1	RAPTORX	3EFF	K	0.540	0.560	4.72	0.582	93	2.749	7.5

### ECU11_0170
ECU11_0170-m1	RAPTORX	6MKY	A	0.732	0.836	27.52	1.098	243	2.076	24.3
ECU11_0170-m1	RAPTORX	6OBN	C	0.723	0.854	26.94	1.083	248	2.063	23.4
ECU11_0170-m1	RAPTORX	6OBP	C	0.724	0.853	27.23	1.107	244	1.716	20.1
ECU11_0170-m1	RAPTORX	6OBN	D	0.719	0.854	26.88	1.087	248	2.075	23.4
ECU11_0170-m1	RAPTORX	4U06	A	0.817	0.896	29.49	1.083	254	1.485	26.0
ECU11_0170-m1	ALPHAFOLD	4TZH	A	0.753	0.642	22.14	0.941	190	2.082	27.9
ECU11_0170-m1	ALPHAFOLD	7D2S	A	0.767	0.671	21.79	0.914	205	2.631	24.9
ECU11_0170-m1	ALPHAFOLD	7D2T	C	0.727	0.734	22.80	0.942	222	2.581	22.1
ECU11_0170-m1	ALPHAFOLD	7D2U	A	0.721	0.734	23.11	0.946	222	2.596	22.5
ECU11_0170-m1	ALPHAFOLD	7D2T	A	0.712	0.733	22.82	0.941	222	2.617	22.1

### ECU11_0180
ECU11_0180-m1	RAPTORX	6K0J	A	0.876	0.742	41.84	1.335	308	1.184	33.1
ECU11_0180-m1	RAPTORX	5Y86	A	0.762	0.770	45.70	1.321	318	1.292	32.1
ECU11_0180-m1	ALPHAFOLD	4MQ2	D	0.811	0.728	36.54	1.183	315	2.232	34.6
ECU11_0180-m1	ALPHAFOLD	6S11	B	0.835	0.725	36.90	1.177	313	2.184	34.8
ECU11_0180-m1	RAPTORX	4MQ2	D	0.803	0.716	38.19	1.252	302	1.591	35.8
ECU11_0180-m1	ALPHAFOLD	4MQ1	C	0.826	0.725	37.19	1.181	314	2.244	34.1
ECU11_0180-m1	ALPHAFOLD	4MQ2	B	0.825	0.740	38.05	1.210	317	1.934	34.1
ECU11_0180-m1	RAPTORX	5LXD	A	0.750	0.762	43.18	1.312	314	1.063	33.1
ECU11_0180-m1	RAPTORX	5LXD	B	0.746	0.762	43.15	1.312	314	1.065	33.1
ECU11_0180-m1	ALPHAFOLD	4MQ2	C	0.817	0.738	37.65	1.197	317	2.040	34.4

### ECU11_0200
ECU11_0200-m1	RAPTORX	2IQ7	E	0.623	0.710	19.42	0.828	220	2.587	6.8
ECU11_0200-m1	RAPTORX	2IQ7	B	0.626	0.707	19.79	0.839	216	2.362	7.4
ECU11_0200-m1	RAPTORX	1IA5	A	0.637	0.707	19.86	0.832	219	2.578	7.8
ECU11_0200-m1	RAPTORX	1IB4	A	0.638	0.708	19.83	0.834	219	2.555	7.8
ECU11_0200-m1	RAPTORX	1CZF	B	0.614	0.698	19.37	0.820	216	2.597	9.3

### ECU11_0210
ECU11_0210-m1	RAPTORX	4ER8	A	0.315	0.357	0.04	0.316	101	4.717	2.0
ECU11_0210-m1	RAPTORX	3I7M	A	0.316	0.313	-2.36	0.289	96	5.312	4.2
ECU11_0210-m1	RAPTORX	6Q1M	A	0.328	0.332	-0.30	0.372	90	4.353	10.0
ECU11_0210-m1	RAPTORX	3QFQ	B	0.359	0.300	1.04	0.364	82	3.907	11.0
ECU11_0210-m1	RAPTORX	2ITL	A	0.371	0.311	1.42	0.377	86	3.981	9.3
ECU11_0210-m1	ALPHAFOLD	1CQT	B	0.353	0.298	0.99	0.379	76	3.816	11.8
ECU11_0210-m1	ALPHAFOLD	1O4X	A	0.373	0.308	0.65	0.405	75	3.853	8.0
ECU11_0210-m1	ALPHAFOLD	1HF0	A	0.361	0.299	0.55	0.389	74	3.786	8.1
ECU11_0210-m1	ALPHAFOLD	1GT0	C	0.336	0.294	0.38	0.371	73	4.006	8.2
ECU11_0210-m1	ALPHAFOLD	1HF0	B	0.361	0.292	0.64	0.374	74	4.017	8.1

### ECU11_0220
ECU11_0220-m1	ALPHAFOLD	6NMI	H	0.429	0.442	5.85	0.550	132	3.640	37.1
ECU11_0220-m1	RAPTORX	6NMI	H	0.450	0.448	4.62	0.671	129	3.151	39.5
ECU11_0220-m1	ALPHAFOLD	7NVR	3	0.423	0.441	5.63	0.640	124	3.063	39.5
ECU11_0220-m1	RAPTORX	6O9M	3	0.403	0.420	3.66	0.617	123	3.348	28.5
ECU11_0220-m1	ALPHAFOLD	6O9M	3	0.381	0.399	4.45	0.450	130	4.223	30.0
ECU11_0220-m1	ALPHAFOLD	6O9L	3	0.377	0.419	3.74	0.590	122	3.577	31.1

### ECU11_0225
ECU11_0225-m1	RAPTORX	3J7A	Z	0.843	0.904	11.58	0.859	69	1.506	26.1
ECU11_0225-m1	RAPTORX	6OKK	Z	0.843	0.904	11.58	0.859	69	1.506	26.1
ECU11_0225-m1	ALPHAFOLD	3J7A	Z	0.822	0.874	10.67	0.844	66	0.852	27.3
ECU11_0225-m1	ALPHAFOLD	6OKK	Z	0.822	0.874	10.67	0.844	66	0.852	27.3
ECU11_0225-m1	RAPTORX	5FLX	V	0.847	0.875	10.36	0.826	69	1.637	29.0
ECU11_0225-m1	RAPTORX	5OA3	V	0.828	0.877	10.24	0.825	69	1.675	29.0
ECU11_0225-m1	RAPTORX	6G18	V	0.828	0.876	10.63	0.819	69	1.720	29.0
ECU11_0225-m1	ALPHAFOLD	5FLX	V	0.827	0.871	9.88	0.817	67	1.219	29.9
ECU11_0225-m1	ALPHAFOLD	6ZUO	V	0.852	0.871	9.65	0.809	67	1.188	28.4
ECU11_0225-m1	ALPHAFOLD	5OA3	V	0.831	0.873	9.95	0.815	67	1.113	29.9

### ECU11_0230
ECU11_0230-m1	RAPTORX	3GVG	A	0.925	0.972	41.79	1.281	239	0.940	35.1
ECU11_0230-m1	RAPTORX	3GVG	B	0.911	0.971	41.42	1.287	239	0.921	35.1
ECU11_0230-m1	RAPTORX	3TA6	A	0.894	0.964	40.20	1.253	238	0.982	34.5
ECU11_0230-m1	RAPTORX	3TA6	B	0.910	0.966	39.60	1.258	240	1.119	34.6
ECU11_0230-m1	RAPTORX	3TAO	B	0.905	0.968	40.06	1.262	240	1.098	34.2
ECU11_0230-m1	ALPHAFOLD	6JOX	B	0.873	0.928	34.35	1.187	238	1.602	39.1
ECU11_0230-m1	ALPHAFOLD	4NVT	B	0.893	0.928	34.23	1.193	237	1.540	37.1
ECU11_0230-m1	ALPHAFOLD	4NVT	A	0.890	0.932	34.42	1.194	238	1.518	36.6
ECU11_0230-m1	ALPHAFOLD	8TIM	A	0.867	0.934	34.37	1.196	239	1.574	36.8
ECU11_0230-m1	ALPHAFOLD	4NVT	C	0.874	0.919	33.74	1.185	235	1.587	35.7

### ECU11_0240
ECU11_0240-m1	RAPTORX	4FGV	A	0.907	0.936	36.94	1.737	984	1.710	27.7
ECU11_0240-m1	ALPHAFOLD	3WYF	F	0.877	0.903	30.65	1.568	969	2.372	28.4
ECU11_0240-m1	ALPHAFOLD	4HAV	C	0.863	0.905	29.02	1.510	978	2.552	27.8
ECU11_0240-m1	ALPHAFOLD	6XJU	C	0.863	0.904	29.99	1.526	978	2.568	28.2
ECU11_0240-m1	ALPHAFOLD	4HAX	C	0.864	0.906	29.03	1.514	979	2.540	27.5
ECU11_0240-m1	ALPHAFOLD	4HAW	C	0.862	0.900	29.45	1.515	973	2.559	27.6
ECU11_0240-m1	RAPTORX	4HZK	A	0.841	0.873	32.84	1.401	955	2.784	27.9
ECU11_0240-m1	RAPTORX	4HZK	B	0.829	0.859	32.49	1.310	953	3.106	27.8
ECU11_0240-m1	RAPTORX	3VYC	A	0.771	0.767	29.65	0.928	910	4.344	27.1
ECU11_0240-m1	RAPTORX	2XWU	B	0.756	0.713	17.67	0.835	846	4.294	14.3

### ECU11_0250
ECU11_0250-m1	RAPTORX	1CII	A	0.698	0.721	23.41	0.721	485	4.310	9.5

### ECU11_0260
ECU11_0260-m1	RAPTORX	5XBK	D	0.596	0.486	16.13	0.625	304	4.038	10.2
ECU11_0260-m1	RAPTORX	5XAH	D	0.566	0.466	15.21	0.583	301	4.398	9.6
ECU11_0260-m1	RAPTORX	5XAH	C	0.552	0.451	12.13	0.562	289	4.279	10.0
ECU11_0260-m1	RAPTORX	5XBK	A	0.581	0.463	15.35	0.588	296	4.227	11.5
ECU11_0260-m1	RAPTORX	5XBK	C	0.515	0.419	10.36	0.523	270	4.348	10.4

### ECU11_0270
ECU11_0270-m1	ALPHAFOLD	7JLO	A	0.659	0.717	18.44	0.728	357	3.901	14.0
ECU11_0270-m1	ALPHAFOLD	7JLO	C	0.659	0.717	18.44	0.728	357	3.901	14.0
ECU11_0270-m1	ALPHAFOLD	7JLO	B	0.659	0.717	18.44	0.728	357	3.901	14.0
ECU11_0270-m1	ALPHAFOLD	7D0I	H	0.622	0.664	19.38	0.742	328	3.958	10.7
ECU11_0270-m1	ALPHAFOLD	7D0I	L	0.622	0.664	19.38	0.742	328	3.958	10.7

### ECU11_0290
ECU11_0290-m1	RAPTORX	1CII	A	0.571	0.594	15.69	0.431	434	5.599	7.4

### ECU11_0300
ECU11_0300-m1	RAPTORX	2F6R	A	0.871	0.894	25.22	1.074	169	0.552	17.2
ECU11_0300-m1	RAPTORX	4I1V	B	0.789	0.820	20.58	0.982	166	1.642	24.7
ECU11_0300-m1	ALPHAFOLD	4I1U	B	0.749	0.809	19.57	0.926	165	1.813	24.8
ECU11_0300-m1	RAPTORX	4I1U	A	0.762	0.824	20.28	0.975	166	1.563	24.7
ECU11_0300-m1	ALPHAFOLD	4I1U	A	0.750	0.809	19.26	0.922	165	1.818	24.8
ECU11_0300-m1	RAPTORX	2GRJ	G	0.727	0.744	18.02	0.930	155	1.918	23.9
ECU11_0300-m1	RAPTORX	2GRJ	F	0.722	0.742	17.88	0.924	155	1.970	23.9
ECU11_0300-m1	ALPHAFOLD	4I1V	B	0.750	0.797	19.16	0.910	165	1.961	24.8
ECU11_0300-m1	ALPHAFOLD	4I1V	A	0.751	0.796	18.54	0.902	165	2.006	24.8
ECU11_0300-m1	ALPHAFOLD	1JJV	A	0.727	0.763	17.56	0.852	165	2.517	23.6

### ECU11_0310
ECU11_0310-m1	RAPTORX	1BPO	B	0.440	0.348	12.88	0.839	265	2.557	11.7
ECU11_0310-m1	RAPTORX	5ODS	B	0.383	0.351	11.49	0.851	264	2.517	11.7
ECU11_0310-m1	RAPTORX	5ODS	A	0.381	0.351	11.41	0.850	264	2.531	11.7
ECU11_0310-m1	RAPTORX	5ODS	C	0.385	0.345	11.43	0.844	260	2.531	11.9
ECU11_0310-m1	RAPTORX	5ODS	D	0.382	0.350	11.25	0.844	264	2.561	11.7

### ECU11_0320
ECU11_0320-m1	RAPTORX	6OWO	A	0.811	0.808	29.64	1.313	510	2.193	16.1
ECU11_0320-m1	RAPTORX	4UQI	A	0.784	0.814	30.02	1.274	514	2.216	16.1
ECU11_0320-m1	RAPTORX	6QH5	A	0.778	0.811	29.28	1.254	514	2.278	16.1
ECU11_0320-m1	RAPTORX	6OXL	A	0.778	0.803	28.41	1.257	511	2.373	16.2
ECU11_0320-m1	RAPTORX	2VGL	A	0.777	0.811	29.02	1.251	514	2.281	16.1
ECU11_0320-m1	ALPHAFOLD	6DFF	G	0.622	0.670	15.04	0.730	479	4.093	16.5
ECU11_0320-m1	ALPHAFOLD	6D83	G	0.619	0.666	14.21	0.718	478	4.164	16.7
ECU11_0320-m1	ALPHAFOLD	4P6Z	G	0.615	0.664	14.51	0.714	477	4.188	18.2
ECU11_0320-m1	ALPHAFOLD	6URI	A	0.587	0.637	12.07	0.652	467	4.554	15.8
ECU11_0320-m1	ALPHAFOLD	6CM9	G	0.621	0.669	14.99	0.727	479	4.114	16.5

### ECU11_0330
ECU11_0330-m1	ALPHAFOLD	6QLG	A	0.411	0.334	2.35	0.413	132	4.485	9.1
ECU11_0330-m1	ALPHAFOLD	2BFW	A	0.356	0.334	2.51	0.462	115	3.497	10.4
ECU11_0330-m1	ALPHAFOLD	6QLG	E	0.407	0.330	2.31	0.409	131	4.499	9.2
ECU11_0330-m1	ALPHAFOLD	6QLG	C	0.405	0.330	2.43	0.410	130	4.408	9.2
ECU11_0330-m1	ALPHAFOLD	6QLG	F	0.406	0.331	2.31	0.407	131	4.504	9.2
ECU11_0330-m1	RAPTORX	2WTE	B	0.338	0.307	1.07	0.487	112	4.029	8.9
ECU11_0330-m1	RAPTORX	2WTE	A	0.340	0.303	1.35	0.476	112	4.149	9.8
ECU11_0330-m1	RAPTORX	3K32	D	0.353	0.283	1.55	0.422	103	3.738	5.8
ECU11_0330-m1	RAPTORX	3BL5	B	0.358	0.292	1.45	0.421	109	4.111	11.9
ECU11_0330-m1	RAPTORX	3BL5	A	0.359	0.293	1.48	0.423	110	4.118	11.8

### ECU11_0350
ECU11_0350-m1	ALPHAFOLD	3CPH	G	0.706	0.756	25.12	0.831	320	3.325	18.8
ECU11_0350-m1	ALPHAFOLD	3CPJ	G	0.698	0.750	24.83	0.802	323	3.534	17.6
ECU11_0350-m1	ALPHAFOLD	1VG0	A	0.741	0.781	23.70	0.840	329	3.258	17.6
ECU11_0350-m1	ALPHAFOLD	1UKV	G	0.695	0.739	24.22	0.798	317	3.472	19.2
ECU11_0350-m1	ALPHAFOLD	2BCG	G	0.691	0.739	24.67	0.789	319	3.528	18.2
ECU11_0350-m1	RAPTORX	1LTX	R	0.658	0.707	28.61	0.757	303	3.701	16.8
ECU11_0350-m1	RAPTORX	1VG0	A	0.653	0.706	27.28	0.712	313	4.004	16.9
ECU11_0350-m1	RAPTORX	1VG9	A	0.666	0.725	26.45	0.735	318	3.899	17.0
ECU11_0350-m1	RAPTORX	1VG9	E	0.663	0.719	26.76	0.721	317	3.954	17.0
ECU11_0350-m1	RAPTORX	1VG9	G	0.630	0.684	26.04	0.675	307	4.187	16.6

### ECU11_0360
ECU11_0360-m1	RAPTORX	5N9J	R	0.909	0.897	18.66	1.006	93	0.289	43.0
ECU11_0360-m1	ALPHAFOLD	7NVR	o	0.780	0.728	13.59	0.818	91	1.935	45.1
ECU11_0360-m1	ALPHAFOLD	5OQM	o	0.694	0.754	11.09	0.788	95	2.366	32.6
ECU11_0360-m1	ALPHAFOLD	6W1S	Z	0.723	0.696	10.99	0.776	87	1.792	44.8
ECU11_0360-m1	ALPHAFOLD	5N9J	R	0.712	0.731	11.87	0.800	88	1.848	45.5
ECU11_0360-m1	ALPHAFOLD	7EMF	4	0.732	0.768	13.04	0.786	95	2.101	43.2
ECU11_0360-m1	RAPTORX	5OQM	o	0.637	0.679	9.90	0.718	88	2.608	35.2
ECU11_0360-m1	RAPTORX	5U0S	3	0.626	0.689	8.60	0.746	88	2.371	23.9
ECU11_0360-m1	RAPTORX	5U0P	3	0.643	0.694	9.48	0.734	90	2.390	23.3
ECU11_0360-m1	RAPTORX	5SVA	X	0.610	0.587	7.87	0.665	70	2.321	44.3

### ECU11_0370
ECU11_0370-m1	RAPTORX	5FJ8	B	0.935	0.954	40.67	1.960	1074	1.280	53.9
ECU11_0370-m1	RAPTORX	5FJ9	B	0.935	0.953	40.28	1.955	1074	1.300	53.9
ECU11_0370-m1	RAPTORX	5FJA	B	0.930	0.953	40.03	1.951	1074	1.323	53.9
ECU11_0370-m1	ALPHAFOLD	7AE1	B	0.909	0.940	38.29	1.847	1068	1.633	54.5
ECU11_0370-m1	ALPHAFOLD	7AE3	B	0.911	0.940	38.05	1.846	1068	1.622	54.5
ECU11_0370-m1	ALPHAFOLD	7AEA	B	0.905	0.940	38.03	1.842	1068	1.641	54.6
ECU11_0370-m1	ALPHAFOLD	7A6H	B	0.903	0.939	38.68	1.851	1067	1.669	54.1
ECU11_0370-m1	RAPTORX	6F41	B	0.893	0.942	34.15	1.836	1070	1.599	53.1
ECU11_0370-m1	RAPTORX	6F44	B	0.891	0.942	34.21	1.838	1070	1.566	53.2
ECU11_0370-m1	ALPHAFOLD	6TUT	B	0.909	0.935	38.39	1.849	1062	1.657	54.5

### ECU11_0375C
ECU11_0375C-m1	ALPHAFOLD	7MC9	B	0.898	0.926	15.73	0.928	75	0.747	44.0
ECU11_0375C-m1	ALPHAFOLD	2XK5	B	0.898	0.921	15.69	0.923	75	0.814	44.0
ECU11_0375C-m1	ALPHAFOLD	3HM3	D	0.894	0.942	15.78	0.914	77	0.855	44.2
ECU11_0375C-m1	ALPHAFOLD	7MC9	F	0.913	0.924	15.49	0.926	75	0.760	44.0
ECU11_0375C-m1	ALPHAFOLD	4RF0	B	0.918	0.936	16.20	0.936	75	0.648	44.0
ECU11_0375C-m1	RAPTORX	3ALB	B	0.846	0.892	13.99	0.898	76	1.059	44.7
ECU11_0375C-m1	RAPTORX	2O6V	F	0.827	0.864	13.19	0.877	75	1.197	45.3
ECU11_0375C-m1	RAPTORX	5O44	D	0.846	0.880	13.76	0.888	76	1.137	46.1
ECU11_0375C-m1	RAPTORX	2BGF	A	0.841	0.883	3.98	0.271	76	1.140	44.7
ECU11_0375C-m1	RAPTORX	5EMZ	C	0.794	0.879	13.49	0.878	76	1.156	46.1

### ECU11_0380
ECU11_0380-m1	RAPTORX	5J0L	D	0.433	0.337	3.28	0.497	69	2.533	4.3
ECU11_0380-m1	RAPTORX	5JSN	D	0.446	0.341	3.25	0.525	67	2.131	6.0
ECU11_0380-m1	RAPTORX	5JSN	B	0.445	0.335	3.08	0.516	66	2.118	7.6
ECU11_0380-m1	RAPTORX	5T59	A	0.456	0.339	3.20	0.517	71	3.071	9.9
ECU11_0380-m1	RAPTORX	5IBL	E	0.434	0.328	2.18	0.452	78	3.870	6.4

### ECU11_0390
ECU11_0390-m1	RAPTORX	5YFP	C	0.833	0.865	27.37	1.267	642	2.893	15.7
ECU11_0390-m1	ALPHAFOLD	5B86	B	0.635	0.568	13.90	0.609	494	4.759	12.8
ECU11_0390-m1	ALPHAFOLD	5B86	A	0.640	0.579	14.10	0.609	507	4.780	12.2
ECU11_0390-m1	RAPTORX	5B86	B	0.558	0.515	7.44	0.426	488	5.640	12.3
ECU11_0390-m1	RAPTORX	5B86	A	0.553	0.511	8.20	0.400	490	5.769	11.8
ECU11_0390-m1	ALPHAFOLD	6VKL	C	0.508	0.548	7.44	0.529	497	6.082	15.3
ECU11_0390-m1	ALPHAFOLD	5YFP	C	0.508	0.548	7.44	0.529	497	6.082	15.3
ECU11_0390-m1	ALPHAFOLD	6A30	A	0.535	0.438	9.68	0.565	384	4.808	9.4
ECU11_0390-m1	RAPTORX	5UF7	A	0.510	0.418	6.34	0.524	368	4.827	10.3
ECU11_0390-m1	RAPTORX	6A30	A	0.512	0.414	6.41	0.492	372	5.090	10.2

### ECU11_0400
ECU11_0400-m1	ALPHAFOLD	1U89	A	0.490	0.522	0.08	0.125	116	3.022	3.4
ECU11_0400-m1	ALPHAFOLD	6W6V	L	0.579	0.413	6.53	0.570	102	3.168	4.9
ECU11_0400-m1	ALPHAFOLD	7C79	L	0.588	0.451	7.62	0.583	109	3.416	4.6
ECU11_0400-m1	ALPHAFOLD	1XG2	B	0.527	0.483	5.89	0.570	116	3.394	6.0
ECU11_0400-m1	ALPHAFOLD	7C7A	L	0.574	0.441	7.13	0.566	109	3.494	4.6
ECU11_0400-m1	RAPTORX	2NCJ	A	0.466	0.506	-0.59	0.093	131	4.104	7.6
ECU11_0400-m1	RAPTORX	1OED	E	0.468	0.365	3.96	0.433	99	4.111	9.1
ECU11_0400-m1	RAPTORX	4ONR	A	0.423	0.387	1.42	0.390	112	4.395	5.4
