Entry	Entry name	Status	Protein names	Gene names	Organism	Length
Q8STW3	Q8STW3_ENCCU	unreviewed	Putative uncharacterized protein ECU09_0350	ECU09_0350	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	446
Q8SUA3	Q8SUA3_ENCCU	unreviewed	Putative uncharacterized protein ECU10_1695	ECU10_1695	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	96
Q8SUN9	Q8SUN9_ENCCU	unreviewed	Putative uncharacterized protein ECU08_1180	ECU08_1180	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	984
Q8SUQ6	Q8SUQ6_ENCCU	unreviewed	SIMILAR TO CCR4-ASSOCIATED FACTOR 1	ECU08_0850	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	262
Q8SVI4	Q8SVI4_ENCCU	unreviewed	Putative uncharacterized protein ECU05_1100	ECU05_1100	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	1063
Q8SVM0	Q8SVM0_ENCCU	unreviewed	Putative uncharacterized protein ECU05_0430	ECU05_0430	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	434
Q8SVW5	Q8SVW5_ENCCU	unreviewed	Putative uncharacterized protein ECU04_0440	ECU04_0440	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	631
Q8SU37	Q8SU37_ENCCU	unreviewed	Putative uncharacterized protein ECU11_1110	ECU11_1110	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	469
Q8SW16	Q8SW16_ENCCU	unreviewed	Similarity to PERIODIC TRYPTOPHAN PROTEIN 1	ECU03_1230	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	330
Q8STY6	Q8STY6_ENCCU	unreviewed	Putative uncharacterized protein ECU09_0040	ECU09_0040	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	226
Q8SV83	Q8SV83_ENCCU	unreviewed	Putative uncharacterized protein ECU06_1300	ECU06_1300	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	266
Q8SVA2	Q8SVA2_ENCCU	unreviewed	Putative uncharacterized protein ECU06_0980	ECU06_0980	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	500
Q8SVX0	Q8SVX0_ENCCU	unreviewed	Putative uncharacterized protein ECU04_0370	ECU04_0370	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	401
Q8SWE6	Q8SWE6_ENCCU	unreviewed	Putative uncharacterized protein ECU02_0470	ECU02_0470	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	455
Q8SQK6	Q8SQK6_ENCCU	unreviewed	INVOLVED IN UBIQUITIN-DEPENDENT PROTEOLYSIS	ECU09_1740	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	555
Q8SQN1	Q8SQN1_ENCCU	unreviewed	Putative RIBOSOMAL RNA METHYLTRANSFERASE	ECU09_0920	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	237
Q8SRE8	Q8SRE8_ENCCU	unreviewed	COATOMER COMPLEX DELTA SUBUNIT	ECU08_0340	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	420
Q8SRY7	Q8SRY7_ENCCU	unreviewed	TRANSCRIPTION INITIATION FACTOR TFIII B SUBUNIT (70kDa)	ECU05_0500	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	395
Q8STX3	Q8STX3_ENCCU	unreviewed	Similarity to HYPOTHETICAL TRANSMEMBRANE PROTEINS YN66_yeast	ECU09_0230	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	275
Q8SU48	Q8SU48_ENCCU	unreviewed	Putative uncharacterized protein ECU11_0910	ECU11_0910	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	326
Q8SUI2	Q8SUI2_ENCCU	unreviewed	Putative uncharacterized protein ECU08_2040	ECU08_2040	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	105
Q8SUJ3	Q8SUJ3_ENCCU	unreviewed	Putative uncharacterized protein ECU08_1840	ECU08_1840	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	247
Q8SUX2	Q8SUX2_ENCCU	unreviewed	Putative uncharacterized protein ECU07_1310	ECU07_1310	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	135
Q8SVD2	Q8SVD2_ENCCU	unreviewed	Putative uncharacterized protein ECU06_0520	ECU06_0520	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	657
Q8SWF2	Q8SWF2_ENCCU	unreviewed	Putative uncharacterized protein ECU02_0370	ECU02_0370	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	340
Q8SWF5	Q8SWF5_ENCCU	unreviewed	Putative uncharacterized protein ECU02_0320	ECU02_0320	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	496
Q8STP4	Q8STP4_ENCCU	unreviewed	Putative uncharacterized protein ECU09_1340	ECU09_1340	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	146
Q8SUY8	Q8SUY8_ENCCU	unreviewed	Putative uncharacterized protein ECU07_1080	ECU07_1080	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	251
Q8SS67	Q8SS67_ENCCU	unreviewed	ATP-DEPENDENT RNA HELICASE (DEAD box family)	ECU04_0250	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	608
Q8SW58	Q8SW58_ENCCU	unreviewed	Putative uncharacterized protein ECU03_0450	ECU03_0450	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	101
Q8SRF4	Q8SRF4_ENCCU	unreviewed	GTP BINDING PROTEIN	ECU08_0240	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	410
Q8SRN4	Q8SRN4_ENCCU	unreviewed	Putative POLYPHOSPHATE SYNTHETASE VTC4	ECU06_1420i	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	611
Q8SRZ3	Q8SRZ3_ENCCU	unreviewed	ACTIN-RELATED PROTEIN	ECU05_0400	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	555
Q8STM0	Q8STM0_ENCCU	unreviewed	Putative uncharacterized protein ECU09_1700	ECU09_1700	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	576
Q8STN0	Q8STN0_ENCCU	unreviewed	Putative uncharacterized protein ECU09_1550	ECU09_1550	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	591
Q8STN4	Q8STN4_ENCCU	unreviewed	Putative uncharacterized protein ECU09_1510	ECU09_1510	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	399
Q8SU43	Q8SU43_ENCCU	unreviewed	Putative uncharacterized protein ECU11_1010	ECU11_1010	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	132
Q8SUA8	Q8SUA8_ENCCU	unreviewed	Putative uncharacterized protein ECU10_1610	ECU10_1610	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	436
Q8SWN9	Q8SWN9_ENCCU	unreviewed	Putative uncharacterized protein ECU01_0450	ECU01_0450	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	396
Q8SQU3	Q8SQU3_ENCCU	unreviewed	NOT1-LIKE GENERAL NEGATIVE REGULATOR OF TRANSCRIPTION SUBUNIT 1	ECU11_1370	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	1461
Q8STM7	Q8STM7_ENCCU	unreviewed	Similarity to HYPOTHETICAL TRANSMEMBRANE PROTEIN YNO3_YEAST	ECU09_1590	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	206
Q8SUC8	Q8SUC8_ENCCU	unreviewed	Putative uncharacterized protein ECU10_1250	ECU10_1250	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	886
Q8SWG1	Q8SWG1_ENCCU	unreviewed	Putative uncharacterized protein ECU02_0220	ECU02_0220	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	136
Q8SWL0	Q8SWL0_ENCCU	unreviewed	Putative uncharacterized protein ECU01_0860	ECU01_0860	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	283
Q8SVW2	Q8SVW2_ENCCU	unreviewed	Putative uncharacterized protein ECU04_0510	ECU04_0510	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	283
Q8SSB0	Q8SSB0_ENCCU	unreviewed	DNA MISMATCH REPAIR PROTEIN	ECU03_0540	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	730
Q8STV1	Q8STV1_ENCCU	unreviewed	Putative uncharacterized protein ECU09_0530	ECU09_0530	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	627
Q8SU11	Q8SU11_ENCCU	unreviewed	Putative uncharacterized protein ECU11_1680	ECU11_1680	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	153
Q8SU73	Q8SU73_ENCCU	unreviewed	Putative uncharacterized protein ECU11_0400	ECU11_0400	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	174
Q8SV22	Q8SV22_ENCCU	unreviewed	Putative uncharacterized protein ECU07_0570	ECU07_0570	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	512
Q8SV50	Q8SV50_ENCCU	unreviewed	Similarity to GCN1-LIKE TRANSLATIONAL ACTIVATOR	ECU07_0140	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	1323
Q8SVY0	Q8SVY0_ENCCU	unreviewed	Putative uncharacterized protein ECU04_0170	ECU04_0170	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	325
Q8SW21	Q8SW21_ENCCU	unreviewed	Putative uncharacterized protein ECU03_1110	ECU03_1110	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	277
Q8SWN3	Q8SWN3_ENCCU	unreviewed	Putative uncharacterized protein ECU01_0530	ECU01_0530	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	545
Q8SRT1	Q8SRT1_ENCCU	unreviewed	Putative NUCLEOLAR PROTEIN (TRANSFORMER 2-LIKE PROTEIN)	ECU06_0230i	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	141
Q8SV23	Q8SV23_ENCCU	unreviewed	Putative uncharacterized protein ECU07_0550	ECU07_0550	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	166
Q8SQY4	Q8SQY4_ENCCU	unreviewed	ZINC FINGER PROTEIN	ECU11_0550	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	250
Q8SR91	Q8SR91_ENCCU	unreviewed	60S RIBOSOMAL PROTEIN L6	ECU08_1780	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	155
Q8SU31	Q8SU31_ENCCU	unreviewed	Putative uncharacterized protein ECU11_1220	ECU11_1220	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	259
Q8SV72	Q8SV72_ENCCU	unreviewed	Putative uncharacterized protein ECU06_1470	ECU06_1470	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	599
Q8STR2	Q8STR2_ENCCU	unreviewed	Putative uncharacterized protein ECU09_1050	ECU09_1050	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	234
Q8SUD3	Q8SUD3_ENCCU	unreviewed	DNA-binding domain	ECU10_1090	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	183
Q8SQQ2	Q8SQQ2_ENCCU	unreviewed	PRE-mRNA SPLICING FACTOR (DEAD box family)	ECU09_0150	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	784
Q8SQS7	Q8SQS7_ENCCU	unreviewed	INORGANIC PHOSPHATE TRANSPORTER	ECU11_1640	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	177
Q8STP8	Q8STP8_ENCCU	unreviewed	Putative uncharacterized protein ECU09_1280	ECU09_1280	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	174
Q8SU98	Q8SU98_ENCCU	unreviewed	Putative uncharacterized protein ECU10_1780	ECU10_1780	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	423
Q8SUK1	Q8SUK1_ENCCU	unreviewed	Putative uncharacterized protein ECU08_1730	ECU08_1730	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	214
Q8SUR6	Q8SUR6_ENCCU	unreviewed	Putative uncharacterized protein ECU08_0590	ECU08_0590	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	589
Q8SW61	Q8SW61_ENCCU	unreviewed	Putative uncharacterized protein ECU03_0410	ECU03_0410	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	228
Q8SW80	Q8SW80_ENCCU	unreviewed	Putative uncharacterized protein ECU03_0070	ECU03_0070	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	103
Q8SR44	Q8SR44_ENCCU	unreviewed	TRANSCRIPTION INITIATION FACTOR TFIID 111kDa SUBUNIT	ECU10_0760	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	883
Q8SRK3	Q8SRK3_ENCCU	unreviewed	ENDOPLASMIC RETICULUM TRANSLOCATION PROTEIN SIMILAR TO SEC62	ECU07_0700	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	332
Q8SSB4	Q8SSB4_ENCCU	unreviewed	SPLICEOSOME-ASSOCIATED PROTEIN 62 (SPLICING FACTOR 3A SUBUNIT 2)	ECU03_0480	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	185
Q8SSL3	Q8SSL3_ENCCU	unreviewed	ZINC FINGER PROTEIN	ECU01_0780	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	428
Q8STW4	Q8STW4_ENCCU	unreviewed	Similarity to HYPOTHETICAL ZINC FINGER PROTEIN YKF9_YEAST	ECU09_0340	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	260
Q8SUD2	Q8SUD2_ENCCU	unreviewed	Putative uncharacterized protein ECU10_1150	ECU10_1150	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	915
Q8SUE0	Q8SUE0_ENCCU	unreviewed	Putative uncharacterized protein ECU10_0970	ECU10_0970	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	439
Q8SUP2	Q8SUP2_ENCCU	unreviewed	Putative uncharacterized protein ECU08_1130	ECU08_1130	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	177
Q8SUS1	Q8SUS1_ENCCU	unreviewed	Similarity to HYPOTHETICAL INTEGRAL MEMBRANE PROTEIN YG35_yeast	ECU08_0530	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	536
Q8SUS6	Q8SUS6_ENCCU	unreviewed	Putative uncharacterized protein ECU08_0450	ECU08_0450	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	117
Q8SUY0	Q8SUY0_ENCCU	unreviewed	Putative uncharacterized protein ECU07_1180	ECU07_1180	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	140
Q8SV28	Q8SV28_ENCCU	unreviewed	Putative uncharacterized protein ECU07_0480	ECU07_0480	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	444
Q8SV47	Q8SV47_ENCCU	unreviewed	Putative uncharacterized protein ECU07_0170	ECU07_0170	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	102
Q8SVL6	Q8SVL6_ENCCU	unreviewed	Putative uncharacterized protein ECU05_0490	ECU05_0490	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	119
Q8SVY3	Q8SVY3_ENCCU	unreviewed	Putative uncharacterized protein ECU04_0130	ECU04_0130	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	229
Q8SR72	Q8SR72_ENCCU	unreviewed	U1 SMALL NUCLEAR RIBONUCLEOPROTEIN (U1snRNP)	ECU10_0290	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	122
Q8SRT8	Q8SRT8_ENCCU	unreviewed	DNA REPLICATION FACTOR C SUBUNIT	ECU05_1530	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	568
Q8SQW9	Q8SQW9_ENCCU	unreviewed	PROTEASOME REGULATORY SUBUNIT YTA6 OF THE AAA FAMILY OF ATPASES	ECU11_0840	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	452
Q8SUJ9	Q8SUJ9_ENCCU	unreviewed	Putative uncharacterized protein ECU08_1750	ECU08_1750	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	164
Q8SUQ7	Q8SUQ7_ENCCU	unreviewed	Putative uncharacterized protein ECU08_0820	ECU08_0820	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	107
Q8SV77	Q8SV77_ENCCU	unreviewed	Putative uncharacterized protein ECU06_1370	ECU06_1370	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	187
Q8SV78	Q8SV78_ENCCU	unreviewed	Putative uncharacterized protein ECU06_1350	ECU06_1350	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	147
Q8SV96	Q8SV96_ENCCU	unreviewed	Putative uncharacterized protein ECU06_1130	ECU06_1130	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	863
Q8SVG3	Q8SVG3_ENCCU	unreviewed	Putative uncharacterized protein ECU05_1480	ECU05_1480	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	163
Q8SVQ0	Q8SVQ0_ENCCU	unreviewed	Putative uncharacterized protein ECU04_1590	ECU04_1590	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	194
Q8SVS3	Q8SVS3_ENCCU	unreviewed	Putative uncharacterized protein ECU04_1260	ECU04_1260	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	617
Q8SSF8	Q8SSF8_ENCCU	unreviewed	TRANSCRIPTION INITIATION FACTOR TFIIF BETA SUBUNIT	ECU02_0780	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	228
Q8SV65	Q8SV65_ENCCU	unreviewed	Putative uncharacterized protein ECU06_1600	ECU06_1600	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	285
Q8SVB8	Q8SVB8_ENCCU	unreviewed	Putative uncharacterized protein ECU06_0690	ECU06_0690	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	262
Q8SWK5	Q8SWK5_ENCCU	unreviewed	Similarity to THIOREDOXIN H type	ECU01_0930i	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	169
Q8SUW4	Q8SUW4_ENCCU	unreviewed	Putative uncharacterized protein ECU07_1470	ECU07_1470	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	220
Q8SUZ6	Q8SUZ6_ENCCU	unreviewed	Putative uncharacterized protein ECU07_0970	ECU07_0970	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	108
Q8SV17	Q8SV17_ENCCU	unreviewed	Putative uncharacterized protein ECU07_0630	ECU07_0630	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	375
Q8SW69	Q8SW69_ENCCU	unreviewed	Putative uncharacterized protein ECU03_0210	ECU03_0210	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	244
Q8SS19	Q8SS19_ENCCU	unreviewed	ATP-DEPENDENT RNA HELICASE (SKI2 FAMILY)	ECU04_1290	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	881
Q8SS89	Q8SS89_ENCCU	unreviewed	V-TYPE SODIUM ATP SYNTHASE SUBUNIT K (SODIUM ATPase PROTEOLIPID COMPONENT)	ECU03_1120	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	169
Q8STQ6	Q8STQ6_ENCCU	unreviewed	Putative uncharacterized protein ECU09_1160	ECU09_1160	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	534
Q8SU33	Q8SU33_ENCCU	unreviewed	Similarity to HYPOTHETICAL WD-REPEAT PROTEIN YMY3_yeast	ECU11_1170	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	446
Q8SU44	Q8SU44_ENCCU	unreviewed	Putative uncharacterized protein ECU11_1000	ECU11_1000	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	117
Q8SU75	Q8SU75_ENCCU	unreviewed	Putative uncharacterized protein ECU11_0380	ECU11_0380	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	160
Q8SU94	Q8SU94_ENCCU	unreviewed	Putative uncharacterized protein ECU10_1830	ECU10_1830	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	103
Q8SUF7	Q8SUF7_ENCCU	unreviewed	Putative uncharacterized protein ECU10_0610	ECU10_0610	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	164
Q8SUI3	Q8SUI3_ENCCU	unreviewed	Putative uncharacterized protein ECU08_2030	ECU08_2030	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	164
Q8SV05	Q8SV05_ENCCU	unreviewed	Putative uncharacterized protein ECU07_0870	ECU07_0870	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	195
Q8SVJ0	Q8SVJ0_ENCCU	unreviewed	Putative uncharacterized protein ECU05_1000	ECU05_1000	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	208
Q8SWP2	Q8SWP2_ENCCU	unreviewed	Putative uncharacterized protein ECU01_0410	ECU01_0410	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	674
Q8SR81	Q8SR81_ENCCU	unreviewed	60S RIBOSOMAL PROTEIN L23A	ECU10_0160	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	129
Q8STZ3	Q8STZ3_ENCCU	unreviewed	Putative uncharacterized protein ECU11_2040	ECU11_2040	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	226
Q8SUH0	Q8SUH0_ENCCU	unreviewed	Putative zinc finger protein	ECU10_0330	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	217
Q8SUW8	Q8SUW8_ENCCU	unreviewed	Putative uncharacterized protein ECU07_1390	ECU07_1390	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	156
Q8STN9	Q8STN9_ENCCU	unreviewed	Putative uncharacterized protein ECU09_1430	ECU09_1430	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	177
Q8STZ4	Q8STZ4_ENCCU	unreviewed	Putative uncharacterized protein ECU11_2010	ECU11_2010	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	138
Q8SUJ1	Q8SUJ1_ENCCU	unreviewed	Putative uncharacterized protein ECU08_1880	ECU08_1880	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	795
Q8SQK5	Q8SQK5_ENCCU	unreviewed	GUANINE NUCLEOTIDE-BINDING PROTEIN BETA SUBUNIT	ECU09_1770	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	312
Q8STP3	Q8STP3_ENCCU	unreviewed	Putative uncharacterized protein ECU09_1370	ECU09_1370	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	161
Q8SUV8	Q8SUV8_ENCCU	unreviewed	Putative uncharacterized protein ECU07_1560	ECU07_1560	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	314
Q8SV10	Q8SV10_ENCCU	unreviewed	Putative uncharacterized protein ECU07_0730	ECU07_0730	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	330
Q8SVB7	Q8SVB7_ENCCU	unreviewed	Putative uncharacterized protein ECU06_0700	ECU06_0700	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	145
Q8SVJ6	Q8SVJ6_ENCCU	unreviewed	Putative uncharacterized protein ECU05_0850	ECU05_0850	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	336
Q8SVM9	Q8SVM9_ENCCU	unreviewed	Putative uncharacterized protein ECU05_0200	ECU05_0200	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	122
Q8SVN6	Q8SVN6_ENCCU	unreviewed	Putative uncharacterized protein ECU05_0100	ECU05_0100	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	153
Q8SVW4	Q8SVW4_ENCCU	unreviewed	Putative uncharacterized protein ECU04_0470	ECU04_0470	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	267
Q8SWC0	Q8SWC0_ENCCU	unreviewed	Putative uncharacterized protein ECU02_0990	ECU02_0990	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	220
Q8SWD7	Q8SWD7_ENCCU	unreviewed	Putative uncharacterized protein ECU02_0650	ECU02_0650	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	486
Q8SQW7	Q8SQW7_ENCCU	unreviewed	Possible PRE-mRNA SPLICING FACTOR (ATP-DEPENDENT RNA HELICASE)	ECU11_0860	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	664
Q8SV82	Q8SV82_ENCCU	unreviewed	Putative uncharacterized protein ECU06_1310	ECU06_1310	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	250
Q8SWP7	Q8SWP7_ENCCU	unreviewed	Similarity to CHROMODOMAIN HELICASE DNA-BINDING PROTEIN 2	ECU01_0350	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	1251
Q8SRH8	Q8SRH8_ENCCU	unreviewed	UBIQUITIN/ L40 RIBOSOMAL PROTEIN FUSION	ECU07_1380	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	157
Q8SRZ7	Q8SRZ7_ENCCU	unreviewed	TRANSCRIPTION FACTOR OF MYB-TYPE	ECU05_0350	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	400
Q8SUI8	Q8SUI8_ENCCU	unreviewed	Putative uncharacterized protein ECU08_1950	ECU08_1950	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	409
Q8SVE4	Q8SVE4_ENCCU	unreviewed	Putative uncharacterized protein ECU06_0270	ECU06_0270	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	123
